"","STATION","Sampling.date","Day","Month","Year","species","abundance"
"1631",4,1998-05-01,1,5,1998,"Polychaeta larve ind ",16.579817919483
"1632",2,1999-05-07,7,5,1999,"Polychaeta larve ind ",0.695168578380257
"1633",3,1999-05-07,7,5,1999,"Polychaeta larve ind ",16.2262401483542
"1634",4,1999-05-07,7,5,1999,"Polychaeta larve ind ",15.4617382376034
"1635",2,2000-05-25,25,5,2000,"Polychaeta larve ind ",6.48148148148148
"1636",3,2000-05-25,25,5,2000,"Polychaeta larve ind ",0
"1637",4,2000-05-25,25,5,2000,"Polychaeta larve ind ",0
"1638",2,2001-05-28,28,5,2001,"Polychaeta larve ind ",2.87565385179455
"1639",3,2001-05-28,28,5,2001,"Polychaeta larve ind ",3.3399854710632
"1640",4,2001-05-28,28,5,2001,"Polychaeta larve ind ",0
"1641",2,2002-04-22,22,4,2002,"Polychaeta larve ind ",2.36038332625218
"1642",3,2002-04-22,22,4,2002,"Polychaeta larve ind ",1
"1643",4,2002-04-22,22,4,2002,"Polychaeta larve ind ",4.22542650398775
"1644",4,2014-05-21,21,5,2014,"Polychaeta larve ind ",12.1212121212121
"1645",2,2015-05-27,27,5,2015,"Polychaeta larve ind ",5.47008547008547
"1646",3,2015-05-27,27,5,2015,"Polychaeta larve ind ",0.0788954635108481
"1647",4,2015-05-27,27,5,2015,"Polychaeta larve ind ",0.228310502283105
"1648",2,2016-04-29,29,4,2016,"Polychaeta larve ind ",2.08429118773946
"1649",3,2016-04-29,29,4,2016,"Polychaeta larve ind ",1.45421495114747
"1650",4,2016-04-29,29,4,2016,"Polychaeta larve ind ",2.51572327044025
"1651",2,1997-05-14,14,5,1997,"Siphonophorae ind ",0
"1652",3,1997-05-14,14,5,1997,"Siphonophorae ind ",0
"1653",4,1997-05-15,15,5,1997,"Siphonophorae ind ",0
"1654",2,1998-05-01,1,5,1998,"Siphonophorae ind ",0
"1655",3,1998-05-01,1,5,1998,"Siphonophorae ind ",0
"1656",4,1998-05-01,1,5,1998,"Siphonophorae ind ",0
"1657",2,1999-05-07,7,5,1999,"Siphonophorae ind ",0
"1658",3,1999-05-07,7,5,1999,"Siphonophorae ind ",0
"1659",4,1999-05-07,7,5,1999,"Siphonophorae ind ",0
"1660",2,2000-05-25,25,5,2000,"Siphonophorae ind ",0
"1661",3,2000-05-25,25,5,2000,"Siphonophorae ind ",0
"1662",4,2000-05-25,25,5,2000,"Siphonophorae ind ",0
"1663",2,2001-05-28,28,5,2001,"Siphonophorae ind ",0
"1664",3,2001-05-28,28,5,2001,"Siphonophorae ind ",0
"1665",4,2001-05-28,28,5,2001,"Siphonophorae ind ",1.53933333397472
"1666",2,2002-04-22,22,4,2002,"Siphonophorae ind ",0
"1667",3,2002-04-22,22,4,2002,"Siphonophorae ind ",0
"1668",4,2002-04-22,22,4,2002,"Siphonophorae ind ",0
"1669",4,2014-05-21,21,5,2014,"Siphonophorae ind ",0
"1670",2,2015-05-27,27,5,2015,"Siphonophorae ind ",0
"1671",3,2015-05-27,27,5,2015,"Siphonophorae ind ",0
"1672",4,2015-05-27,27,5,2015,"Siphonophorae ind ",0.045662100456621
"1673",2,2016-04-29,29,4,2016,"Siphonophorae ind ",0
"1674",3,2016-04-29,29,4,2016,"Siphonophorae ind ",0
"1675",4,2016-04-29,29,4,2016,"Siphonophorae ind ",0.838574423480084
"1676",2,1997-05-14,14,5,1997,"Uova Engraulis encrasicolus",0
"1677",3,1997-05-14,14,5,1997,"Uova Engraulis encrasicolus",0
"1678",4,1997-05-15,15,5,1997,"Uova Engraulis encrasicolus",0
"1679",2,1998-05-01,1,5,1998,"Uova Engraulis encrasicolus",0
"1680",3,1998-05-01,1,5,1998,"Uova Engraulis encrasicolus",0
"1681",4,1998-05-01,1,5,1998,"Uova Engraulis encrasicolus",0
"1682",2,1999-05-07,7,5,1999,"Uova Engraulis encrasicolus",0
"1683",3,1999-05-07,7,5,1999,"Uova Engraulis encrasicolus",0
"1684",4,1999-05-07,7,5,1999,"Uova Engraulis encrasicolus",0
"1685",2,2000-05-25,25,5,2000,"Uova Engraulis encrasicolus",0
"1686",3,2000-05-25,25,5,2000,"Uova Engraulis encrasicolus",0
"1687",4,2000-05-25,25,5,2000,"Uova Engraulis encrasicolus",0
"1688",2,2001-05-28,28,5,2001,"Uova Engraulis encrasicolus",0
"1689",3,2001-05-28,28,5,2001,"Uova Engraulis encrasicolus",0
"1690",4,2001-05-28,28,5,2001,"Uova Engraulis encrasicolus",0
"1691",2,2002-04-22,22,4,2002,"Uova Engraulis encrasicolus",0
"1692",3,2002-04-22,22,4,2002,"Uova Engraulis encrasicolus",0
"1693",4,2002-04-22,22,4,2002,"Uova Engraulis encrasicolus",0
"1694",4,2014-05-21,21,5,2014,"Uova Engraulis encrasicolus",1.61616161616162
"1695",2,2015-05-27,27,5,2015,"Uova Engraulis encrasicolus",57.4358974358974
"1696",3,2015-05-27,27,5,2015,"Uova Engraulis encrasicolus",11.0453648915187
"1697",4,2015-05-27,27,5,2015,"Uova Engraulis encrasicolus",1.64383561643836
"1698",2,2016-04-29,29,4,2016,"Uova Engraulis encrasicolus",17.5325670498084
"1699",3,2016-04-29,29,4,2016,"Uova Engraulis encrasicolus",1.85412406271302
"1700",4,2016-04-29,29,4,2016,"Uova Engraulis encrasicolus",0.838574423480084
